,SKU,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24
86,00440000451400,,,24347.67984,44272.03176,58029.19056,38414.85912,61932.12696,111972.75408,95148.60696,61688.53944,44642.94912,39129.01344,46785.41208,35641.28304,33775.62408,,,,,,,,,
87,00440000466000,,,20412.0,77966.28,95626.44,41179.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
88,00440000473700,,,11.7,193933.35,303170.4,260208.0,294184.8,446138.55,259827.75,338217.75,152731.8,226330.65,239703.75,240949.8,243681.75,,,,,,,,,
89,00440000480400,,,15954.33,60869.088,86528.778,73188.486,130344.816,100986.102,63304.584,100835.028,70812.504,64568.112,102863.082,65401.308,42030.618,,,,,,,,,
90,00440000483400,,,71689.5,77962.5,91741.5,91134.0,103549.5,108324.0,107302.5,191713.5,224086.5,176710.5,87003.0,79956.0,80914.5,,,,,,,,,
91,00440000489300,,,6220.8,7156.8,12956.4,8726.4,9439.2,6577.2,4453.2,5940.0,3445.2,2858.4,5857.2,7729.2,6487.2,,,,,,,,,
92,00440000727400,,,162507.93,461853.246,415571.46,328657.77,346040.508,353895.222,311688.438,340607.172,253161.96,260642.64,321393.636,308499.306,239932.968,,,,,,,,,
93,00440008120000,,,170718.3,68587.3,,,,,,,,,,,,,,,,,,,,
94,00440008170700,,,47109.6,54861.3,69441.3,53824.5,66290.4,64111.5,37284.3,6139.8,3240.0,4374.0,3815.1,1644.3,7516.8,,,,,,,,,
95,00667210006800,,,3172.5,8154.0,7978.5,5049.0,7020.0,7695.0,8356.5,5413.5,3388.5,4684.5,4374.0,5602.5,3739.5,,,,,,,,,
96,00667210007225,,,9313.164,19548.216,23686.236,19192.032,24409.08,23686.236,18741.564,23822.424,19338.696,18992.988,23571.0,18856.8,14142.6,,,,,,,,,
97,00667210009700,,,254486.518,26476.164,167237.928,673904.088,366094.872,62476.128,,,,,,,,,,,,,,,,
